ID,Upvotes
366953,206.69806779532672
71864,120.64743887668791
141692,49.80921052383272
316833,38.85572426071755
440445,278.4214378950553
3514,31.735542659453216
331420,12.28866844831606
406540,79.27222853561736
227379,69.06000486604952
331687,28.923874433971406
32784,26.06861025835363
470377,64.69096967670384
338103,38.27399207518266
29883,239.31097170548395
218228,60.375654437344735
70945,572.2826600510315
14328,42.64865496569385
259947,113.24465166024899
346378,467.7919512877834
384621,40.933633913704966
425418,40.73125322281774
131224,118.09186002505876
365408,16.507568614972797
218626,3.603454604640916
331722,50.792455448434055
310969,31.047492781425262
307391,162.99045049117458
14072,241.13329082819232
238694,38.18516738593894
213841,30.295852285940782
165258,118.57881982411473
123606,23.654270822149783
214062,60.251758557463546
279450,400.54989621162804
178546,27.469528246963648
358455,32.72400176012468
386308,5.274805675821369
155592,49.255372960796734
200090,45.53767880153285
127308,32.65970100606634
449766,79.65089766498502
223688,529.9349050092098
442443,1.7911333867357655
451259,393.3274607385308
87024,0.004457939929437771
207529,190.85724588122505
196568,41.31657396590319
38258,186.39141059618555
387275,26.273549183244512
86152,5.554538153810711
302142,217.82161440213443
401268,485.0283859991214
307187,37.92534115721821
252388,39.436494751469525
844,8.183209628714309
105707,33.532859245918615
230309,284.26798224807
362573,67.63675862097512
173751,99.78764379373192
349049,39.46806152323171
310466,36.78385821480592
205786,128.81425253814768
208358,66.02766275720077
440214,33.253359845671326
41343,42.23280618596672
427741,210.96529546423812
355001,75.7715240073733
137708,46.38353427477492
146326,336.08676511976023
220889,34.02360164193698
205742,1466.1997098493553
28737,24.954589849128013
292474,34.986824963936925
349149,23.319922118075198
46230,20.696686199661002
303160,73.8983845123881
292638,98.81388732793167
210116,12.308830387329209
55900,22.77042341628922
91135,41.259073284181454
452177,227.11254488057364
170628,39.40282978382598
237099,36.97439832969505
166022,12.744846871598185
175687,55.47635380308131
392847,1.551018594551465
454964,26.477570730107857
259259,12.999499772424628
289148,206.38820740361086
311134,32.9453585084901
62551,680.6994381990315
336258,23.5419051564038
468049,38.51194336152511
22189,50.47723366761457
264888,46.47716520893783
451615,248.30830008847386
85004,46.516985110879034
375246,92.66765598056048
60204,34.666414048076234
126097,21.730530655398496
182425,4512.687795780328
449937,74.98074960121124
442637,7972.447381910265
378184,39.8183149539872
357584,307.632320155425
383054,35.28113245081022
299871,44.548214979841504
152764,20.448015257614827
22064,34.16860828646273
416791,15.547068045456712
440686,98.17951216873095
44537,39.49828938606575
80203,40.361433859944725
81726,24.703625028606268
440068,255.44854433898735
109276,47.65228519466939
120567,38.222374140480156
169520,115.9516552938382
84443,33.35032759476118
139139,58.02525247839375
346145,32.899208696264424
75219,42.594973570975526
244042,55.9098454166315
6992,33.702935113856796
337741,4.192545854159874
20091,790.633362040804
420761,81.69775922979741
101501,20.79830805198199
408598,920.0749293790556
306979,4.805360556963564
50260,13.919052915682812
21088,5.042647576698869
462951,16.904871541033714
196903,36.29289054149598
155361,156.14125751009246
51756,29.850711554331383
192022,25.05776755289702
384071,1.6476670417030732
173305,718.292359163609
56449,20.38685567256516
172164,30.71264728387561
341063,60.74223215755154
431990,30.76713799029855
342757,112.90671688572212
335181,25.718448658101863
121613,24.772235753516384
40216,79.24815078037611
116940,10.590471677193506
351719,2.2829983725818295
436421,39.35467793575569
173164,43.10385398362885
362350,16.88987906316885
357892,341.01711652256665
335957,61.2473992063174
192010,21.265517016664774
407412,19.872137743663558
19359,0.1048867631076007
82078,29.089252596333353
375709,2122.654591491913
122137,24.888768923204253
244661,98.39603016708739
434900,145.70999334748504
54220,23.04512216270507
425162,40.401160992357376
453118,68.66742526911165
373873,25.281098377304858
238415,522.3030317136469
53501,129.8048033034946
67918,27.101568643110397
68982,20.582375531621295
81980,43.02917014824041
332015,79.21873046599879
171470,37.67947675139291
24209,7.982158549995063
396455,150.82156572444913
236372,69.73717082542564
29062,214.7756834560485
248733,37.440253934885504
43097,21.855729329326863
401490,20.54046909350427
181282,31.895655670125393
285264,46.4946676812817
386230,27.08637208226375
262238,45.47416208939961
226323,35.21565704616145
224589,109.23998150858245
61,38.1262054533305
120331,7.714357141627659
59519,39.39475769333427
263459,450.3449501088901
188774,826.6100779466407
157423,44.17819017664368
204323,664.7344718424923
94807,37.73209845982285
130112,26.390248352665793
298030,211.0442069199968
361994,39.6088401391294
242867,45.095669838879274
345301,21.334319912831518
404296,21.22100384062111
403325,36.581457081187494
78570,32.90914291277801
247119,89.27305900079784
433907,1182.330189929279
51709,40.11240152825789
256743,42.28871981612602
132448,47.058108312980494
429148,22.172131853765848
384840,39.742642200974956
434864,216.82948776074528
317954,103.212425309226
452061,33.583005021772294
85212,28.775806137827374
373284,38.61980104319062
284208,232.3045149578828
233976,44.708249906608415
105691,1231.9465103356877
375077,187.7485223646749
26720,56.27748600110996
70683,129.20155630831258
281194,42.94268211065096
390953,210.22336059229318
59608,272.56131236487636
341707,47.38113651748043
403654,22.83640555134818
209246,89.88644941218254
295413,34.42456970951045
379392,147.67343556760196
261533,37.29251462720663
130134,45.263978485125364
137990,135.35858224604698
413320,29.105044736949594
468459,129.92983804949074
189150,26.006877140679677
381154,32.902408588792355
373043,24.55109053141379
231677,7532.74673311315
438093,31.88715152671307
443706,32.58861981186763
230906,41.69520741664232
138183,5.884246705911892
78231,21.45454043251425
70795,21.3266055876648
283674,27.081925678451682
144543,24.848644803741735
213929,70.75978435839568
458437,1020.3157236276394
279629,33.181217114310726
284422,32.733231276492035
29532,26.127118877272608
409963,53.444587502933956
325099,149.35775787307412
409635,501.84126936658936
18156,26.53457303442866
355380,22.8902373432351
412081,21.822212461721392
363354,45.309112873440796
354537,306.56212711731087
209720,38.41903939530809
150078,8.601074785661808
31479,112.17435233012358
455028,47.33116787097131
104579,481.95991599506755
102986,51.35311941784002
60804,38.349127518631235
361348,136.5653611720242
234054,6555.476867146109
212541,6.520628702180488
452107,37.99431876918007
227926,7.93415336418002
340913,26.842882225697707
316690,125.89253581794699
223984,27.28855448511004
193558,1330.2985587446667
155138,429.3411246326987
36080,28.976372648233536
355444,45.64427777792932
310281,22.759221960391045
79606,82.43660239655134
16325,539.5709041623104
460657,243.64101109632594
159813,47.027730696274006
390567,95.46283215330314
340325,8.555746254864971
85871,27.062209785248882
360723,6104.41979108073
200645,5.324174151423762
180440,220.6489940486837
9158,74.51859343809761
295966,265.8843837044618
131958,109.6229252574677
168051,135.87425555797836
246426,29.79411008250588
195598,26.685842548517
6177,31.351925016128206
10574,0.4021973157811374
181076,47.8593204162178
170742,41.990881299829056
123659,61.048239844778834
333658,33.76438161849657
293962,53.32597785099881
423136,218.02292560387758
90343,202.32595292253765
32867,14.966380364871128
143820,92.43431808128364
16783,74.30642440019142
286877,241.78399628757907
422113,40.35463970407412
42145,48.55518146568252
377322,6.826326805057903
232647,25.835593886631614
320851,56.03409207225289
74336,432.4838889520653
121520,55.35550405889413
46307,20.384206530264493
137345,36.12552859917221
426975,5.40192049507246
126697,25.95865104635925
188080,39.029261256452145
399469,67.87924705928339
132942,39.991902093145114
199602,300.8845420880335
335704,63.48634092898547
20602,38.082387770196306
458202,298.67615588184714
74016,54.48393667602062
374627,324.09703485785445
169941,91.84372419557681
267769,134.96771729201012
108489,16.18795394774233
51782,29.227005074529956
160092,35.01280347143617
152160,112.66517289739275
162504,44.01812106796359
286106,92.64442837485706
331480,51.42631016967721
451655,37.57508724615795
311726,37.894364528533515
199325,57.3020184724021
24806,39.599914341549606
237104,4.9555998088912645
252830,104.36958898193967
273090,52.66073004647038
115172,24.839752975353008
28445,72.8642316993134
153732,124.2848354494881
40870,20.60158061816884
212207,38.97296843623607
411175,38.287476254734514
213177,42.61478387848277
149578,19.712007032712904
329243,43.7528088795174
26565,585.0143634575842
242893,436.43195281717203
163630,57.37318701495187
11802,28.661099675054828
434228,569.4687797556958
277388,980.0068738745153
116623,2865.544856916457
12726,42.57394571041203
92182,23.09579183638232
308356,38.32673948654394
342196,30.577038738401683
435921,56.399460651108626
117479,1272.745905861433
20084,41.79951383727641
110267,1134.2425945366563
211485,26.235607940583748
52505,29.224495707929094
105490,19.081175801242097
400015,45.491111813610814
376091,33.945594840301965
169994,36.461341954613545
447639,58.067922738920686
371187,38.64493773780143
90597,22.170203207318536
142364,39.75491575773043
337332,316.0777755948342
381967,354.0799689479195
333824,87.12854605886821
148970,40.082063669872554
164926,56.4143100592091
283475,51.50312306804216
385738,56.92601681888891
351580,31.903233583133584
252511,53.455203721549225
74994,28.35571177988882
181215,26.76612143301233
175240,12.433197217430973
326299,40.74071102459973
147014,54.30953489040766
43,44.80701187402295
168852,21.156577613474354
139899,156.99886077443043
92827,48.30467516782602
165023,22.280577839762287
65135,117.3840070415504
438924,1.2684788261407505
124065,63.427707606074335
468868,41.3490648686423
395456,38.242482596468676
80156,438.60035789602017
279666,110.99937832968257
255179,225.04231296510662
30329,37.282993998202016
351240,11.545487727785286
330034,181.79228055205525
12342,23.60696681139109
327306,83.02580005720765
110149,0.3177012514948103
368744,38.27159977865773
96337,106.50328455619098
343321,34.533095756114534
79366,60.005827048061605
199920,27.484655959850784
22910,134.166546298452
446787,29.431764791245456
367361,19.330820489388202
272292,37.15999458357547
333092,37.56414948479491
192137,1371.298007829563
82097,72.1704431364063
98490,2371.5445360589442
114358,279.2650509477013
405496,37.61721245336955
464141,43.06389412455965
34565,26.68152016688751
446335,5.930107034810419
38895,69.85994773451054
326932,170.10532127335108
461640,35.58872155830497
386626,9.332105241670973
217886,30.533253853709766
321498,33.520981556142175
247211,4349.629072979755
25731,125.09950314604836
202584,37.84219982139987
99937,13.602860828903516
92509,36.35884047153465
306100,75.69696334817272
45223,47.31888962191326
72671,48.95023900173601
55616,48.91650639758632
398035,35.95280070747779
154437,47.734286073878394
468623,104.6005883841404
316964,14.961192608569945
232389,292.23037273285433
208692,37.57585974899462
64213,33.947792991824656
204826,2.740698484470755
296884,129.96895121678105
387856,31.348546870556646
52733,34.38303407236927
433114,60.74907801649519
57249,105.52362295926181
162316,41.556101450383665
422712,24.906550557613627
444109,13.283277045125885
349477,357.20761934596993
207955,25.552775417270055
128102,191.88858962235605
411957,38.231922578687914
294032,26.234939769199144
223753,34.36657443944242
357921,160.5081585989726
73844,38.75299900933294
365578,41.395559098863345
380793,1.211464026798211
185815,189.83630431811045
221374,90.31286446382222
218609,41.49632531114938
291475,20.708930680702764
237002,39.618244866584945
279871,86.72276933084154
232371,41.5576010359631
168273,47.06329394494912
75316,19.918894835958525
3824,41.5432358704044
438075,32.90605894462388
160250,66.59474677612948
380340,19.878153489270147
352801,185.94061201424324
434035,3263.3381549078977
149361,1313.8106377714707
204152,113.99803536225727
369459,138.31981355380853
351015,260853.2751279014
305068,38.31681350610188
85319,23.289939784020078
27745,41.96937346814613
37261,41.488859798887574
368918,12.650378255070024
337189,20.838805499523914
3327,6.088552115121871
133421,43.900574279435006
30437,34.59392501253646
303572,1074.484581378896
136054,310.7703511214505
312527,15.777475223835694
370874,39.8866010263327
140592,42.430253665512225
377841,248.00986384052038
71778,33.91368008598752
199950,50.59779811039684
190852,41.07687379854909
67830,41.462642003664314
208455,161.8358125998691
462157,39.88643580241765
228701,50.70453159825922
329939,315.5463149389699
440520,38.295845353797915
367764,50.821447642790986
127480,41.04181990792523
186438,56.411469803293784
